index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area
65500,1,2016-01-01 09:44:25,2016-01-01 09:55:42,2,6.3,-73.97805786132812,40.752418518066406,1,N,-74.01380920410156,40.71293258666992,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8,2016-01-01,Manhattan,Manhattan
65501,1,2016-01-01 09:44:29,2016-01-01 09:54:14,1,2.9,-73.99424743652342,40.69032669067383,1,N,-73.9920883178711,40.72504806518555,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75,2016-01-01,Brooklyn,Manhattan
65502,1,2016-01-01 09:44:30,2016-01-01 09:49:45,1,1.4,-73.99501037597656,40.760337829589844,1,N,-73.97628021240234,40.765380859375,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,2016-01-01,Manhattan,Manhattan
65503,1,2016-01-01 09:44:32,2016-01-01 09:58:00,1,4.7,-73.92163848876955,40.77666091918945,1,N,-73.97421264648438,40.7630271911621,1,16.0,0.0,0.5,4.2,0.0,0.3,21.0,2016-01-01,Queens,Manhattan
65504,1,2016-01-01 09:44:33,2016-01-01 09:56:28,1,2.9,-73.97942352294923,40.68257522583008,1,N,-73.9384536743164,40.68498229980469,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,2016-01-01,Brooklyn,Brooklyn
65505,1,2016-01-01 09:44:34,2016-01-01 09:47:25,1,0.6,-73.99127197265625,40.74972152709961,1,N,-73.99060821533203,40.75615692138672,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2016-01-01,Manhattan,Manhattan
65506,1,2016-01-01 09:44:35,2016-01-01 09:56:13,1,4.2,-74.00911712646483,40.70640182495117,1,N,-73.98294830322266,40.73872756958008,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95,2016-01-01,Manhattan,Manhattan
65507,1,2016-01-01 09:44:35,2016-01-01 09:48:18,1,0.6,-73.98566436767578,40.75727844238281,1,N,-73.98423767089844,40.76170349121094,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2016-01-01,Manhattan,Manhattan
65508,1,2016-01-01 09:44:37,2016-01-01 10:02:39,1,5.4,-73.98323822021484,40.73067855834961,1,N,-73.98100280761719,40.667724609375,1,19.0,0.0,0.5,3.95,0.0,0.3,23.75,2016-01-01,Manhattan,Brooklyn
65509,1,2016-01-01 09:44:38,2016-01-01 10:03:29,2,9.3,-73.8635482788086,40.76977157592773,1,N,-73.98562622070312,40.7551383972168,1,27.0,0.0,0.5,6.65,5.57,0.3,40.02,2016-01-01,Queens,Manhattan
